niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables
6e,Garçon,2,2,3,2,3,1,1,2,"['discussion', 'classe']",['MUN'],['cour'],['surveillant'],[],[],['cour'],['cantine']
4e,Garçon,3,2,3,2,2,1,1,3,[],['MUN'],['cour'],"['8h', '13h', 'activités', 'sportives', 'antistatiques', 'ludiques', 'après-midi']","['heures creuses', 'pauses']",[],"['CCC', 'cour']",[]
4e,Fille,2,2,3,2,1,2,2,3,[],"['MUN', ""vie de l'établissement"", 'art et culture']",[],"['horaires', 'eau', 'qualité', 'desserts', 'entrées']",['amis'],"['cours', 'professeurs']","['cour', 'médiatèque']",[]
5e,Fille,2,1,3,2,2,2,2,2,"['écoute', 'confiance']","['art et culture', 'sport', 'projet pédagogiques']","['classe', 'récréation', 'cellule Phare']","['groupes', 'écoute', 'partage']",['amis'],['moquerie'],[],[]
6e,Fille,3,2,3,2,0,0,1,2,"['écoute', 'compréhension']",['art et culture'],['non'],"['AED', 'sévères', 'crie']","['amies', 'profs absent']",[],['recrée'],[]
5e,Fille,2,2,2,2,2,2,1,2,[],"['MUN', 'MUN']",[],['téléphone'],[],[],"['préau', 'bulle']",[]
6e,Garçon,2,2,1,3,0,2,1,3,['gentillesse'],['MUN'],[],"['ligne', 'compréhension', 'cantine', 'récréations', 'horaires']",['pause méridienne'],['évaluation surprise'],"['foyer', 'permanence']","['toilettes', 'salles']"
5e,Fille,2,1,2,0,1,0,2,3,[],[],[],"['emplois', 'permanence', 'organisation', 'vestimentaire']","['adultes compréhensifs', ""beaucoup d'heures pour manger""]","['travail en permanence', 'pas de surveillance', 'ordinateur rangé', 'attente demi-pensionnaires']",['médiatheque'],"['cantine', 'toilettes']"
6e,Fille,3,3,2,0,1,3,2,2,['non'],[],[],[],[],[],[],[]
6e,Fille,2,3,2,1,2,2,2,2,[],['art et culture'],['cours'],"['barrière', 'surveillant', 'calme', 'toilettes']","['partir chez moi entre midi et deux', 'rentrer chez moi à 16 h']",['rester avec des personnes dans la classe'],"['couloir', 'permanence']",['rangs']
5e,Garçon,2,1,1,1,1,1,1,1,['respect'],['MUN'],[],['surveillant'],[],['tous'],['ccc'],['endroits']
6e,Fille,3,1,2,3,1,0,1,2,"['écoute', 'pédagogie']","['MUN', 'MUN', 'art et culture', ""vie de l'établissement""]","['Massmun', 'Osuimun']","['CPE', 'horaires', 'cartable', 'cahiers', 'PC']","['amis', 'foyer']","['réveil à 6h', 'sortir à 17h', 'covoiturage']",[],"['permanence', 'CCC']"
5e,Fille,1,2,2,1,1,0,1,2,['non'],[],['non'],"['clims', 'horaires', 'parasols', 'bancs']",[],"['queue à la cantine', 'soleil']","['toilets', 'ccc']",['permanence']
6e,Fille,2,1,3,0,1,3,2,2,['non'],[],['non'],['permanence'],[],['CPE'],[],"['ccc', 'permanance']"
6e,Garçon,1,2,0,2,0,1,0,2,['organisation'],['sport'],[],"['temps', 'interclasses']",['pause méridienne'],['classe'],['ccc'],['classe']
5e,Garçon,1,1,2,1,1,0,1,0,"['tolérance', 'compréhension']","[""vie de l'établissement""]",[],['horaires'],"['musculation', 'mma']",['école'],['foyer'],['permanence']
5e,Fille,2,2,1,2,2,2,0,3,[],['sport'],[],['horaires'],['fin des cours'],['rentre en cours'],['cantine'],['cours']
5e,Garçon,2,3,2,2,2,2,2,3,"['écoute', 'dialogue']",['projet pédagogiques'],['vie de classe'],"['circulation', 'compétition']","['amis', ""Rubik's cube""]","['cours', 'Français']","['CCC', 'permanence']","['cour', 'permanence']"
6e,Fille,2,2,2,1,3,2,2,2,[],['projet pédagogiques'],"['classe', 'cours']","['horaires', 'pause', 'synchronisation']",[],[],['cour'],[]
5e,Garçon,2,2,2,1,2,2,1,2,['respect'],['sport'],[],['non'],['pauses'],['cours de 2h'],"['CCC', 'permanence']",['cours']
6e,Fille,1,3,1,2,1,2,1,2,"['compréhension', 'écoute', 'discussion', 'médiation']","['art et culture', 'projet pédagogiques']",['cours'],"['respect', 'autorité', 'justice', 'égalité']","['CCC', 'livre', 'silence', 'discipline']","['évaluation', 'stress']",['CCC'],['escalier']
5e,Fille,2,2,2,1,2,2,0,1,['respect'],['sport'],[],['horaires'],['récréation'],[],[],[]
6e,Fille,2,2,2,2,0,1,1,3,"['intégration', 'conseils de classe']","['art et culture', ""vie de l'établissement""]",['cour'],"['surveillants', 'CCC', '3èmes']",['bonnes notes'],"['mauvaises notes', 'cantine']",['CCC'],"['couloirs', 'salles']"
6e,Fille,2,1,1,0,0,0,0,1,[],['art et culture'],[],"['heures', 'bienveillance', 'respect']",['heures creuses'],['bureau du CPE'],"['permanences', 'récréation']","['salles', 'CCC']"
6e,Fille,2,1,2,3,1,1,0,2,[],['sport'],[],"['chaises', 'confort']",['cantine'],['DS commun'],['lycée'],['classe']
5e,Garçon,3,2,3,2,3,3,2,3,['non'],"['sport', 'projet pédagogiques']",[],['non'],['récréations'],['évaluation régulière'],"['cours', 'class']",[]
5e,Garçon,3,2,3,0,3,2,2,3,"['échange', 'respect']",[],[],['horaires'],"[""fin de l'année""]",['commence les cours'],['CCC'],['permanence']
5e,Fille,2,1,3,2,2,1,0,2,[],['sport'],['non'],"['foot', 'horaires', 'téléphones']","['finir les cours', 'week-end']","[""partir à l'école""]",['cantine'],['cours']
6e,Fille,2,2,2,0,3,2,3,3,['non'],[],"['professeur', 'AED']",[],['cours que tu adores'],[],[],[]
5e,Fille,1,1,2,3,0,0,0,2,"['écoute', 'amabilité']","['art et culture', 'sport', ""vie de l'établissement"", 'sport']",['non'],"['téléphone', 'pause', 'cours']","['récré', 'pose déjeune']",[],['table'],[]
4e,Fille,3,2,3,3,1,1,3,1,['non'],['art et culture'],[],"['pcs', 'dehors']","['CCC', 'scène slam']",[],"['CCC', 'cour', 'couloirs', 'auditorium']",[]
6e,Fille,2,1,3,0,2,1,1,1,"['écoute', 'discussion']",[],"['classe', 'CPE']",['voyages'],"['amis', 'cours intéressants', 'projets']","['trop de devoirs', 'disputes', 'punitions']",['CCC'],['cour']
5e,Garçon,2,1,3,0,1,0,1,0,['délégués'],[],[],"['règles', 'escalier', 'temps']",['avant cours facile'],[],['salles'],"['cours', 'cantine']"
6e,Fille,2,3,3,1,1,1,1,3,['respect'],['projet pédagogiques'],[],"['gentillesse', 'accès', 'terrain', 'activités']",['rigole avec mes amies'],"['camarades désagréable', 'mauvaises notes']","['cour', 'salle', 'ccc']","['salles', 'classe']"
6e,Fille,2,0,2,3,0,1,0,3,['parler'],"['art et culture', ""vie de l'établissement""]",['cours'],['propreté'],['récréations'],['DS commun'],['allée'],['classe']
5e,Fille,2,3,3,2,1,2,3,2,[],"[""vie de l'établissement""]",['classe'],['queues'],['2h de pause pour manger'],['1h pour manger'],"['cour', 'allée']",[]
4e,Fille,0,1,1,0,2,1,1,2,"['respect', 'échange', 'confiance', 'transparence']",[],[],"['climatiseurs', 'espaces', 'détente']",['sorties scolaires'],['tensions en classe'],"['cour', 'CDI']",['salles']
5e,Garçon,1,2,2,1,1,0,1,2,[],['MUN'],[],"['liberté', 'amusement']",['tournoi de badminton'],"['ignoré', 'moqué']","['foyer', 'ccc']",[]
6e,Fille,0,1,1,2,1,1,0,1,['non'],['sport'],['non'],"['système', 'soutien', 'trilangue']","[""sortie de l'école""]",[],['CCC'],['permanence']
5e,Garçon,3,2,3,2,0,0,1,2,['non'],[],[],"['tables', 'ombre', 'chaises', 'dossier', 'activités', 'cour']",['permanence extérieure'],['surveillants'],['ccc'],[]
4e,Garçon,2,2,2,1,1,1,1,3,"['gentillesse', 'respect']","[""vie de l'établissement""]","['cour', 'vie scolaire', 'classe']","['activités', 'TMS', 'réservation', 'manger', 'écouter', 'problèmes']","['professeur absent', 'heure de libre', 'pause méridienne', 'finir plus tôt']","['cours rajoutés', 'déplacement de cours', 'heure creuse', 'punition', 'finir à 17h', 'beaucoup de devoirs']",['cour'],['cour']
5e,Fille,2,2,2,2,1,1,2,2,"['écoute', 'respect']","['MUN', 'sport']",['non'],"['horaire', 'égalité']","['récrés', 'pause déjeuner']","['premier cours à 7h45', 'certains cours', 'profs qui favorisent', 'profs qui ignorent']","['bancs', 'cantine']",['salles']
5e,Fille,2,2,2,0,0,1,0,2,[],[],[],['chaises'],['moments avec mes copines'],[],[],[]
6e,Fille,2,2,3,0,2,1,1,2,['écoute'],[],['non'],"['fontaine', 'eau']",[],['mauvaises notes'],['CCC'],[]
5e,Garçon,2,2,1,3,1,0,1,1,[],"['sport', ""vie de l'établissement""]",[],['liberté'],"['récré', 'cantine']",['éval'],['salle'],['toilette']
6e,Garçon,3,3,3,3,2,2,3,3,['non'],"['projet pédagogiques', 'art et culture', 'sport']",['récréation'],"['jeux', 'foyer', 'horaires']","['foyer', 'amis']","['rien à faire', 'foyer fermé']","['foyer', 'CCC', 'permanence']",['permanence']
6e,Fille,2,0,1,3,0,0,0,2,"['écoute', 'gentillesse', 'sécurité', 'respect']","['sport', ""vie de l'établissement""]",['non'],['non'],"['salle de détente', 'CCC', 'amies', 'jouer', 'rigoler']","['cours', 'bousculades', 'CPE', 'élèves en 3ème', 'profs', 'heures de colles', 'observations', 'Pronote', 'badges']","['CCC', 'salle']",[]
5e,Fille,3,2,3,3,3,3,3,3,[],"['MUN', 'sport', 'art et culture']","['cour', 'cantine', 'classe']","['notation', 'liberté', 'expression']",['fin des cours'],['évaluations'],"['cour', 'CCC']","['salle', 'bulle']"
6e,Garçon,2,2,2,1,1,2,3,3,[],['sport'],['CPE'],['harcèlement'],['fin des cours'],"[""file d'attente au réfectoire""]",['ccc'],['refectoir']
5e,Fille,3,2,2,2,1,1,1,2,['non'],"[""vie de l'établissement"", 'sport']","['recréation', 'cantine']","['heures', 'cours', 'pauses']",['pause'],"['queue', 'permanence', 'toilettes']","['cantine', 'récréation']",['toilette']
5e,Fille,1,2,2,2,2,0,0,3,"['communication', 'écoute', 'boîte']","['art et culture', 'sport', ""vie de l'établissement""]",[],"['séries', 'films', 'jeux', 'chaises', 'lignes', 'kiosque', 'librement', 'médiathèque', 'horaires']",['rire avec mes amies'],['élèves mauvais'],['fauteuils'],"['escaliers', 'sol', 'chaises']"
5e,Garçon,3,2,3,3,0,0,2,2,[],['sport'],[],"['tabourets', 'activités', 'samedi', 'piscine', 'gymnase', 'plateaux']","['amis', 'vendredi après-midi']","['observation', 'heure de colle']","['bulle', 'CCC']",[]
5e,Fille,2,1,2,2,1,1,1,2,[],['projet pédagogiques'],[],['punitions'],['rigole avec mes amis'],"['punitions', 'mauvaise notes']",['cours'],[]
5e,Garçon,2,2,2,0,3,3,1,2,"['jeux', 'bonne humeur']",[],['récrée'],['travail'],['récréation'],[],['récrée'],[]
6e,Garçon,3,2,2,2,1,1,0,3,[],['sport'],[],"['sport', 'foot', 'punition']","['amis', 'prof absent']","['insultes', 'observation', 'heure de colle']",['terrain'],['permanence']
6e,Fille,2,2,3,2,2,2,1,2,"['dialogue', 'liberté', 'sincérité', 'expression']",['sport'],[],"['ventilateur', 'fontaine']","['pauses', 'amies']","['cours', 'bousculades']",['cantine'],[]
6e,Fille,2,2,3,0,2,2,2,3,[],[],[],[],[],[],[],[]
5e,Fille,2,2,2,2,1,1,2,1,"['compréhension', 'écoute', 'respect']",['sport'],[],"['chaises', 'climatisation', 'toilettes', 'activités', 'respect', 'tenue', 'horaires']","['heure creuses', 'bonnes notes', 'pas cours', 'fini tôt']",[],"['permanences', 'salles']","['permanences', 'toilettes']"
6e,Fille,2,2,2,0,2,2,2,2,[],[],[],"['ventilateur', 'fontaine']",['pause méridienne'],[],['poses'],[]
6e,Garçon,2,1,1,2,1,0,1,2,"['écoute', 'explication']",['projet pédagogiques'],[],['climatisation'],['non'],['prof qui gronde'],[],['salle']
5e,Garçon,2,2,2,2,2,2,1,2,[],"['art et culture', 'environnement et solidarité', ""vie de l'établissement"", 'sport']",[],[],[],[],[],[]
4e,Fille,2,2,2,0,1,1,1,2,[],[],[],[],['récréation'],['classe non solidaire'],['médiathèque'],['cantine']
5e,Fille,2,3,3,2,2,2,2,3,[],"['MUN', 'sport']",['cour'],['jeu'],['avec mes amis'],[],[],[]
5e,Garçon,2,2,2,0,3,3,2,3,['non'],[],['cour'],"['pc', 'installer']","['parler entre amis', 'manger ensemble']","['évaluation', 'stresse pour note']","['cour', 'grillage', 'préau']",[]
6e,Fille,2,2,2,3,1,1,2,3,"['écoute', 'arguments']","['MUN', ""vie de l'établissement""]",[],"['casiers', 'cours', 'langue']","['récréations', 'réfectoire', 'fin des cours']",['certains cours'],"['CCC', 'foyer', 'permanences', 'dehors']",['salle']
6e,Fille,2,2,2,2,1,1,2,3,"['écoute', 'arguments']","['projet pédagogiques', ""vie de l'établissement""]",[],"['casiers', 'emploi']","['récréations', 'réfectoire', 'fin des cours']",['certains cours'],"['cour', 'foyer']",[]
6e,Fille,2,2,3,3,3,3,1,3,[],['sport'],"['vie scolaire', 'CPE', 'prof', 'ca', 'responsables phares']",['extérieur'],"['cours', 'pause méridienne']",[],['plateau'],['récré']
4e,Fille,1,1,1,2,2,1,0,2,"['santé', 'écoute', 'compréhension']","['MUN', 'art et culture']",['non'],"['système', 'professeur']","['amies', 'seul']","['stress', 'notes', 'moyenne', 'non voulu']",[],[]
5e,Fille,2,2,3,0,2,2,1,2,['empathie'],[],['non'],['toilettes'],['poses'],[],['récréation'],[]
5e,Fille,0,0,0,2,0,0,0,0,['non'],"['sport', ""vie de l'établissement""]",[],[],[],[],[],[]
5e,Fille,2,2,2,2,1,1,1,2,[],['sport'],['cour'],['charge'],['la cour'],['très longues journées'],['cour'],[]
5e,Garçon,2,2,2,2,1,1,1,2,"['écoute', 'suggestions', 'commentaires']",['art et culture'],"['professeur', 'AED']","['téléphones', 'surveillants']",['heures creuses'],['3 dernières heures des après-midi'],"['CCC', 'permanence']","['toilettes', 'cour']"
6e,Fille,2,2,2,0,2,3,2,2,['non'],[],[],"['gaming', 'nourriture', 'cinéma']","['dort devant la télé', 'mangeant']",['travaille'],['lit'],['toilette']
6e,Fille,2,2,3,1,2,2,1,3,[],['sport'],['recréation'],"['horaires', 'fatigue']",['récréation'],['heures de colle'],"['terrain', 'cour']",['piscine']
5e,Fille,2,2,2,2,1,1,1,2,['non'],[],['non'],"['charge', 'finir', 'commencer']","[""sortie de l'école""]",['évaluations'],['cour'],[]
5e,Fille,2,1,1,1,1,1,1,2,[],['MUN'],[],"['clims', 'téléphone']",['récréation'],['cours'],"['médiathèque', 'salles']",[]
5e,Garçon,2,3,3,1,1,2,2,3,['encouragements'],[],['cour'],['horaires'],['amis'],['cries dessus'],['cour'],['classes']
5e,Fille,2,1,3,0,1,2,0,2,"['respect', 'sanctions']",[],[],"['stress', 'charge', 'respect', 'compréhension', 'sanctions', 'écoute']","['apprendre', 'intéressant']","['évaluations', 'cours ennuyeux']",[],[]
4e,Fille,3,3,3,2,2,2,2,3,['non'],"['art et culture', 'MUN']",[],"['salle', 'repos', 'fauteuils', 'confortables', 'discuter', 'utilité']","['pauses', 'certains cours']",['évaluation'],"['cours', 'médiathèque']",['permanences']
5e,Garçon,2,1,0,2,3,0,0,1,"['écoute', 'patience', 'dialogue', 'présence', 'disponibilité']","['art et culture', 'projet pédagogiques']",[],"['autorité', 'organisation', 'respect', 'cantine']","['pause', 'heures creuses', 'fin de la journée']","['cours', 'queue pour la cantine', 'examens']","['perm', 'ccc']",['permanence']
4e,Fille,3,2,2,2,2,1,1,2,['écoute'],"['art et culture', ""vie de l'établissement""]","['CPE', 'délégué', 'CVC']","['sanctions', 'sévérité']","['amis', 'travailler', 'apprendre']",['réveiller tôt'],"['cours', 'classes']",[]
5e,Garçon,2,1,2,1,1,1,2,2,"['honnêteté', 'confiance']","[""vie de l'établissement""]",[],['expression'],['cour'],"[""cours d'espagnol""]",[],[]
4e,Garçon,2,0,1,0,1,0,1,2,"['communication', 'bienveillance', 'écoute']",[],['classe'],[],[],[],[],[]
5e,Fille,2,2,3,3,1,0,1,2,"['confiance', 'dialogue', 'écoute']","['sport', 'MUN', 'MUN']",[],"['climatisation', 'récréations', 'emploi', 'horaires', 'devoirs', 'cartables']",['récréation'],"['professeurs', 'évaluations', 'journées interminables', 'dress code', 'salles non climatisées', 'récréations trop courtes', 'vie scolaire', 'surcharge de devoirs', 'cartables trop lourds']","['médiathèque', 'cour', 'cantine']","['salles', 'permanences', 'queue']"
6e,Fille,3,2,3,2,2,2,2,2,"['communication', 'bienveillance', 'non-violence', 'climat', 'classe', 'respect']",['MUN'],"['classe', 'cours']","['clim', 'espaces', 'cours']","['sport', 'classe']",['évaluation'],"['cours', 'médiathèque', 'foyer']",['classes']
4e,Garçon,2,1,2,2,2,2,1,2,"['compréhension', 'expression', 'écoute']",['sport'],"['amis', 'professeur']","['jeux', 'évaluation']","['vacances', 'jeux']","['évaluation', 'ds', 'commun']","['permanence', 'recré']",['classe']
6e,Fille,2,2,2,3,3,3,3,3,"['communication', 'compréhension', 'empathie']","['art et culture', 'sport', 'projet pédagogiques']","['foyer', 'permanence', 'endroit']",['non'],"['apprendre', 'voir mes amies']","['leçon incomplète', 'projet non terminé', 'objectifs non atteints']","['cour', 'CCC', 'auditorium', 'cave']",['salle']
6e,Garçon,0,0,0,2,0,0,2,2,"['respect', 'écoute']","['projet pédagogiques', 'sport']",[],"['écoutés', 'horaires', 'devoirs', 'organisation']","['foot', 'foyer', 'cours de français']",[],[],[]
4e,Fille,1,1,2,0,3,1,2,3,"['vocabulaire', 'modération', 'écoute', 'respect']",[],[],"['cantine', 'temps']","['amis', 'rigole']",['cantine'],"['cours', 'cantine']",[]
5e,Garçon,3,2,3,1,3,1,0,3,[],['MUN'],['tout'],['clims'],['récréations'],['cours'],['extérieurs'],['salles']
5e,Garçon,1,2,0,1,1,0,1,3,[],['sport'],['non'],"['cour', 'horaires']",[],[],['permanence'],['salle']
4e,Fille,2,1,2,2,1,1,1,3,"['réalisation', 'résolution', 'action', 'engagement']","['MUN', 'sport', 'projet pédagogiques']",[],"['salle', 'repos', 'cantine', 'manger']","['amuse', 'amies']","['cantine', 'mange tôt', 'attente', 'plus rien à manger']",['cour'],['permes']
5e,Garçon,2,2,1,2,2,1,2,2,"['écoute', 'modération', 'animation']","['MUN', 'art et culture']","['cour', 'travail en groupe', 'cours']","['animation', 'classes', 'motivation']","['travail en groupe', 'permanences']",['cours'],"['CCC', 'permanence']",['classe']
3e,Garçon,3,2,3,2,2,2,3,3,"['votes', 'avis', 'décision']",['environnement et solidarité'],[],[],[],[],[],[]
3e,Fille,2,0,0,2,1,1,0,2,['respect'],"['sport', ""vie de l'établissement""]",[],"['permanence', 'choix']",['pause méridienne'],['heure creuse'],['plateau'],['permanence']
3e,Fille,2,1,1,2,1,1,2,2,[],[],[],[],[],[],[],[]
3e,Fille,0,0,0,1,0,0,0,0,"['écoute', 'respect']",[],[],"['respect', 'stigmate']",['pause'],['cours'],[],[]
3e,Garçon,2,2,2,1,1,1,1,1,['écoute'],[],['profs'],"['vie scolaire', 'communication']",['sans stress'],['comprendre rien en cours'],['terrain'],[]
3e,Garçon,2,2,3,0,2,1,3,2,"['gentillesse', 'compréhension']",[],[],['non'],['récré'],['heures de colles'],['cours'],['permanence']
3e,Fille,2,1,1,2,1,1,1,1,[],[],[],[],[],['interrogation'],[],[]
4e,Garçon,3,2,3,0,2,1,2,2,['sérieux'],[],[],[],['pauses méridienne'],[],[],[]
3e,Garçon,3,2,3,3,1,2,3,3,['respect'],"['art et culture', ""vie de l'établissement""]",['classe'],"['harcèlement', 'comportements']",['cours intéressants'],['cours pas intéressants'],"['allée', 'cantine']",['salle']
3e,Fille,2,1,3,1,2,2,2,2,"['compréhension', 'écoute']",['sport'],[],"['cantine', 'nourriture', 'clim', 'odeur']",['avec mes amis'],"['profs', 'règlement', 'cantine', 'nourriture']","['médiathèque', 'cour', 'cantine']",[]
3e,Fille,2,0,1,3,2,1,0,0,[],"['MUN', 'sport', 'sport', 'art et culture', 'art et culture']",[],[],[],[],[],[]
3e,Fille,1,0,0,3,0,0,2,1,[],[],[],"['strict', 'écoute', 'sincérité']","['amis', 'activités']",[],['couloir'],[]
3e,Garçon,2,2,3,0,2,2,1,2,['non'],[],[],['clims'],['amis'],['evals'],[],[]
3e,Fille,1,2,1,2,1,1,0,1,[],"['sport', 'art et culture']",[],[],[],[],[],[]
3e,Garçon,3,2,3,0,2,0,3,2,"['écoute', 'salle']",[],[],['non'],['pauses'],['test'],['permanence'],['cantine']
3e,Fille,2,2,3,1,1,2,1,1,"['écoute', 'consultation']",['art et culture'],['non'],['non'],['bonne note'],['mauvaise note'],['plage'],['cours']
3e,Garçon,2,2,3,2,0,0,1,2,"['blog', 'dialogue', 'écoute', 'interaction']","['sport', 'MUN']",['non'],"['balle', 'soutien']","['cours', 'AS', 'interaction sociale']",['évaluations'],['structures'],['salle']
3e,Fille,3,2,2,3,2,2,3,3,[],['MUN'],['classe'],[],"['évènements', 'voyage']",[],[],[]
3e,Garçon,2,1,2,3,2,1,1,2,[],"[""vie de l'établissement""]",[],['non'],['avec mes amis'],[],['foyer'],['classe']
3e,Fille,2,2,1,3,1,2,1,1,"['humour', 'tolérance']",['art et culture'],[],[],[],[],[],[]
3e,Fille,3,3,3,0,3,3,2,3,['respect'],[],['cellule'],['clime'],['récréation'],['cours à 7h45'],['récrée'],['cours']
3e,Fille,2,1,2,2,1,1,1,2,[],"['MUN', 'environnement et solidarité', 'sport', 'art et culture']",[],"['accès', 'plateau', 'sportif']",['récrés'],"[""cours d'histoire géo""]","['cour', 'plateau', 'salle']",['permanences']
3e,Garçon,2,0,2,3,0,0,0,2,"['respect', 'prise de parole', 'décision']",['MUN'],[],"['communication', 'staff', 'organisation', 'sortie', 'garde', 'relation']",['non'],['non'],[],[]
3e,Fille,3,1,2,3,2,1,1,3,['écoute'],"['MUN', ""vie de l'établissement""]",['cours de récréation'],"['perm', 'repos']",['pauses'],['cours'],['cours'],['salles']
3e,Fille,2,1,2,1,1,1,1,2,[],['MUN'],[],[],[],[],['CCC'],[]
3e,Garçon,2,1,2,0,3,2,1,0,['tolérance'],[],[],[],[],[],[],[]
3e,Fille,3,2,3,2,3,2,1,2,[],"['environnement et solidarité', 'sport', ""vie de l'établissement""]",['non'],"['cantine', 'perm']",['heures de permanences'],"['surveillants', 'cantine']",['Dehors'],[]
3e,Fille,2,3,3,3,2,1,2,2,['compréhension'],['art et culture'],[],[],"['récréation', 'cantine']",[],"['ccc', 'cour']",[]
3e,Garçon,2,2,1,0,1,1,3,1,['respect'],[],['classe'],['non'],"['récréations', 'travail en groupe', 'voyages']",[],['cour'],[]
3e,Garçon,3,2,3,2,2,3,2,1,[],['art et culture'],[],[],[],[],[],[]
3e,Fille,1,0,1,3,0,0,0,1,"['écoute', 'justification']","['MUN', ""vie de l'établissement""]",[],"['pédagogue', 'écouter', 'horaires', 'emploi']",['chez moi'],"['cours', 'heures de repos']","['cour', 'cantine']",[]
3e,Fille,3,3,3,0,3,3,3,3,['respect'],[],['cellule'],"['clims', 'chauffages']",['cantine'],['cours de 16 à 17'],['cour'],[]
3e,Fille,2,1,3,0,1,0,2,2,[],[],[],['horaires'],['amis'],['matinées'],['cours'],['plateau']
3e,Fille,2,1,3,3,2,1,1,2,"['écoute', 'avis', 'expression']",['MUN'],"['cours de récréations', 'professeurs']","['snack', 'produits', 'gâteaux', 'biscuits']","['interaction', ""s'amuser"", 'travailler de manière ludique']","['cours stricts', 'pas de rigolade', 'pas de discussion']",['cour'],['salles']
3e,Garçon,2,2,2,0,0,1,2,2,['non'],[],[],['non'],['fin des cours'],[],[],[]
3e,Fille,2,3,3,3,2,2,3,2,"['échange', 'confiance']","['MUN', ""vie de l'établissement"", 'sport']","[""heures d'échange"", 'cour']",['climatisation'],"['cours', 'cour de récré']",['cantine'],"['cours', 'CCC', 'permanance', 'foyer']",['toilettes']
3e,Garçon,3,1,2,3,2,2,1,2,['cohésion'],"['environnement et solidarité', 'environnement et solidarité', 'environnement et solidarité']",['non'],['non'],[],[],[],[]
6e,Fille,2,2,2,2,2,2,3,2,[],[],[],[],[],[],[],[]
3e,Garçon,2,2,3,3,2,2,2,2,['écoute'],"[""vie de l'établissement"", 'art et culture']","['AED', 'CPE', 'enseignants']","['emplois', 'classes', 'sport', 'CCC']","['récréations', 'pauses']","['évaluations', 'stresse', 'journées longues']","['cours', 'salles', 'permanence']",['classe']
3e,Fille,2,2,3,2,1,2,2,2,['respect'],"['art et culture', 'MUN']",['scène'],"['pression', 'devoirs']",['pauses déjeuner'],['cours avec difficultés'],['cours'],"['cantine', 'cours']"
3e,Garçon,2,1,3,0,2,1,0,2,['non'],[],[],"['objectivité', 'sport', 'droits']","['foot', 'voyages', 'discussion']","['heures de colle', 'mauvaises notes']",['plateaux'],['bureau']
3e,Garçon,2,2,2,2,2,2,2,2,"['réflexion', 'durabilité']",['MUN'],[],"['compétences', 'respect']","['cours avec bons profs', 'bonne ambiance', 'discussions avec élèves']",['dernière heure'],"['CCC', 'classes']",[]
3e,Fille,2,1,1,3,1,1,2,1,['respect'],['art et culture'],[],"['pression', 'respect', 'adultes']","['amis', 'pauses']",['cours'],"['cours', 'salles', 'CCC']",[]
3e,Fille,2,1,3,2,2,1,0,2,"['communication', 'écoute', 'respect']",['sport'],['classe'],['non'],"['pause', 'pas trop cours']",[],[],['couloir']
3e,Garçon,3,3,3,3,2,2,1,2,[],"[""vie de l'établissement"", 'sport', 'projet pédagogiques']",[],[],[],[],[],[]
6e,Fille,2,1,1,0,2,0,1,2,['non'],[],[],[],['pauses déjeuner'],"[""cours d'svt""]",['cour'],[]
3e,Garçon,3,2,3,3,3,3,2,3,"['communication', 'espace']",['sport'],['cour'],"['terrain', 'eau']",['entre amis'],['disputes entre amis'],"['cour', 'terrain']",['permanence']
3e,Garçon,2,1,2,3,1,2,1,1,"['écoute', 'égalité']","['art et culture', 'sport', ""vie de l'établissement"", 'projet pédagogiques', 'art et culture']",[],"['permanence', 'détente', 'jouer', 'stress']",['amis'],['seul'],['passage'],['cours']
3e,Garçon,2,1,2,1,1,2,1,2,[],['MUN'],['classe'],"['CPE', 'objectivité', 'activités', 'sportives', 'libres', 'AS', 'pause']","['évènements', 'spectacles']","[""veilles d'examens""]",['médiathèque'],['cour']
3e,Garçon,2,1,2,3,1,2,1,2,"['écoute', 'respect']","['art et culture', 'projet pédagogiques']",['non'],"['liberté', 'jeux', 'vidéos']",['avec mes amis'],['sans eux'],"['collège', 'primaire']",['cours']
3e,Fille,2,0,1,3,1,1,1,2,['écoute'],"['environnement et solidarité', 'sport']",[],['non'],"['pause', 'cours dynamique', 'mercredi après-midi']",['cours'],['terrain'],['permanence']
3e,Fille,3,2,3,2,2,3,2,3,['compréhension'],"['art et culture', 'environnement et solidarité']",[],['non'],"['pause méridienne', 'fin de cours']","['ranger', 'permanence', 'médiathèque', 'ligne jaune']","['médiathèque', 'terrain', 'cour']","['permanence', 'espace']"
3e,Fille,2,2,2,2,1,1,1,2,"['sensibilité', 'compréhension']",['projet pédagogiques'],[],['prof'],['amis'],['stressants'],"['cour', 'terrains']",[]
3e,Fille,2,2,2,1,2,1,2,2,['dialogue'],['art et culture'],[],['horaires'],"['rentrer chez moi', 'vacances']","['cours', 'SVT']",[],['cours']
3e,Garçon,2,2,2,0,2,1,2,3,['écoute'],[],"['cours', 'classe']","['exigence', 'écoute', 'liberté', 'emplois du temps', 'temps libre']","['camarades', 'cour', 'classe', 'rigoler']","['stress', 'évaluations', 'tests']","['cour', 'gymnase']","['couloirs', 'escaliers']"
